signal
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
9.41E-05
0.000196265
0.000213052
9.78E-05
-3.69E-05
2.23E-05
0.000368019
0.000799272
0.000934496
0.000589225
6.97E-05
6.43E-06
0.000758544
0.001922319
0.002531604
0.001941259
0.000623615
-1.85E-05
0.001105768
0.003532416
0.005330238
0.004765986
0.00217108
8.81E-05
0.001138602
0.005322947
0.009441606
0.009703641
0.005498928
0.000679147
0.000518139
0.006610838
0.014536428
0.017207965
0.011563225
0.002401263
-0.001055047
0.006314921
0.019653851
0.027301353
0.021360102
0.006248104
-0.003704208
0.003006641
0.02309231
0.039399359
0.035845014
0.013629472
-0.007269687
-0.005093015
0.022305482
0.052292729
0.056146205
0.02667529
-0.011285339
-0.020555282
0.013381562
0.064320212
0.08476507
0.049621449
-0.015053497
-0.049054185
-0.011780851
0.073681521
0.131077148
0.095924222
-0.017756142
-0.112966652
-0.084757547
0.07866289
0.25575845
0.260575178
-0.017879919
-0.50965489
-0.98101225
-1
-0.978533952
-0.507082523
-0.017744672
0.257949095
0.25253845
0.077474984
-0.083264732
-0.110693113
-0.017354119
0.093510716
0.12744833
0.071455264
-0.011395008
-0.047322719
-0.014483696
0.047615891
0.081120648
0.061388195
0.012736713
-0.019510874
-0.010682171
0.025178733
0.052846028
0.049078027
0.020873586
-0.004752094
-0.006762922
0.012641233
0.03314461
0.036318512
0.021219776
0.002754027
-0.003381989
0.005685795
0.019372542
0.024676315
0.017702202
0.005667607
-0.000943457
0.002139303
0.010262546
0.015212729
0.012799451
0.005796914
0.000452418
0.000590407
0.004758775
0.008358157
0.008092855
0.004539424
0.000965865
7.43E-05
0.001820832
0.003972568
0.004413992
0.002904976
0.000902636
-1.50E-05
0.000500683
0.001544052
0.00199307
0.001496388
0.000583104
4.88E-06
5.20E-05
0.000431648
0.00067035
0.000559426
0.000250176
1.46E-05
-2.32E-05
5.82E-05
0.000118091
9.89E-05
-9.41E-05
-0.000196265
-0.000213052
-9.78E-05
3.69E-05
-2.23E-05
-0.000368019
-0.000799272
-0.000934496
-0.000589225
-6.97E-05
-6.43E-06
-0.000758544
-0.001922319
-0.002531604
-0.001941259
-0.000623615
1.85E-05
-0.001105768
-0.003532416
-0.005330238
-0.004765986
-0.00217108
-8.81E-05
-0.001138602
-0.005322947
-0.009441606
-0.009703641
-0.005498928
-0.000679147
-0.000518139
-0.006610838
-0.014536428
-0.017207965
-0.011563225
-0.002401263
0.001055047
-0.006314921
-0.019653851
-0.027301353
-0.021360102
-0.006248104
0.003704208
-0.003006641
-0.02309231
-0.039399359
-0.035845014
-0.013629472
0.007269687
0.005093015
-0.022305482
-0.052292729
-0.056146205
-0.02667529
0.011285339
0.020555282
-0.013381562
-0.064320212
-0.08476507
-0.049621449
0.015053497
0.049054185
0.011780851
-0.073681521
-0.131077148
-0.095924222
0.017756142
0.112966652
0.084757547
-0.07866289
-0.25575845
-0.260575178
0.017879919
0.50965489
0.98101225
1
0.978533952
0.507082523
